reviews_id,user_id,lot_id,booking_id,rating,review_text,sentiment_score,created_at
R994,U150,P118,B3349,5,Affordable pricing and close to metro station.,0.55,2025-10-13T17:41:00
R995,U118,P125,B2457,3,"Decent parking, nothing special.",0.04,2025-11-11T18:23:00
R996,U262,P121,B930,5,"Owner was helpful, smooth experience overall.",0.78,2025-10-12T21:38:00
R997,U107,P118,B2753,4,Clean and well-lit parking area.,0.84,2025-12-02T17:52:00
R998,U188,P124,B585,5,Clean and well-lit parking area.,0.9,2025-12-13T10:49:00
R999,U241,P105,B4504,4,"Very convenient location, will book again.",0.93,2025-10-12T19:57:00
R1000,U195,P116,B2701,5,"Great parking spot, easy to find and secure.",0.74,2026-01-01T15:40:00
R1001,U121,P105,B678,5,"Great parking spot, easy to find and secure.",0.9,2026-01-02T01:59:00
R1002,U196,P107,B3217,5,"Owner was helpful, smooth experience overall.",0.62,2025-10-03T20:29:00
R1003,U245,P123,B1115,4,"Very convenient location, will book again.",0.75,2025-11-17T10:52:00
R1004,U160,P123,B3851,4,Affordable pricing and close to metro station.,0.74,2025-10-19T05:30:00
R1005,U157,P108,B308,2,"Narrow entrance, difficult to park.",-0.44,2025-10-05T05:14:00
R1006,U212,P130,B2937,3,"Average experience, would use again if nearby.",0.21,2025-12-07T10:45:00
R1007,U186,P112,B1911,5,"Owner was helpful, smooth experience overall.",0.63,2025-10-23T14:34:00
R1008,U244,P129,B523,5,Affordable pricing and close to metro station.,0.9,2026-01-27T20:26:00
R1009,U115,P124,B1190,3,"Average experience, would use again if nearby.",0.26,2025-12-09T18:01:00
R1010,U281,P120,B3054,5,"Very convenient location, will book again.",0.93,2026-01-26T04:14:00
R1011,U145,P113,B2093,2,App showed available but lot was full.,-0.63,2025-11-24T12:05:00
R1012,U172,P120,B4865,1,"Narrow entrance, difficult to park.",-0.31,2025-12-20T05:43:00
R1013,U268,P113,B4978,2,App showed available but lot was full.,-0.43,2026-01-28T16:51:00
R1014,U172,P129,B4564,4,"Owner was helpful, smooth experience overall.",0.79,2025-11-23T14:46:00
R1015,U221,P124,B782,4,"Owner was helpful, smooth experience overall.",0.69,2025-11-10T21:31:00
R1016,U184,P119,B2495,4,Clean and well-lit parking area.,0.88,2025-11-11T12:14:00
R1017,U136,P111,B4546,5,"Owner was helpful, smooth experience overall.",0.84,2025-10-03T21:42:00
R1018,U256,P104,B1203,5,Clean and well-lit parking area.,0.76,2025-12-11T22:55:00
R1019,U154,P107,B1445,5,"Great parking spot, easy to find and secure.",0.95,2025-12-04T14:57:00
R1020,U253,P119,B2179,5,Affordable pricing and close to metro station.,0.61,2025-12-21T15:26:00
R1021,U206,P112,B2923,5,"Owner was helpful, smooth experience overall.",0.79,2025-12-01T13:36:00
R1022,U142,P105,B1995,4,"Very convenient location, will book again.",0.64,2025-11-29T21:37:00
R1023,U280,P127,B4549,4,"Very convenient location, will book again.",0.71,2026-01-09T19:42:00
R1024,U189,P101,B302,4,Clean and well-lit parking area.,0.65,2025-11-06T18:32:00
R1025,U206,P113,B1039,4,"Very convenient location, will book again.",0.65,2026-01-28T09:14:00
R1026,U158,P120,B2627,4,"Great parking spot, easy to find and secure.",0.67,2025-10-15T19:00:00
R1027,U292,P130,B4690,5,Affordable pricing and close to metro station.,0.53,2026-01-05T09:01:00
R1028,U274,P103,B4896,1,"Poor lighting at night, felt unsafe.",-0.88,2025-10-01T09:56:00
R1029,U221,P120,B2333,5,"Owner was helpful, smooth experience overall.",0.83,2025-10-20T23:29:00
R1030,U145,P118,B430,5,"Very convenient location, will book again.",0.64,2025-11-13T14:01:00
R1031,U206,P111,B4838,5,"Very convenient location, will book again.",0.51,2025-11-04T18:33:00
R1032,U223,P119,B4902,5,"Great parking spot, easy to find and secure.",0.54,2025-12-11T14:17:00
R1033,U242,P109,B4273,5,"Very convenient location, will book again.",0.59,2025-10-16T12:45:00
R1034,U212,P101,B4407,3,"Decent parking, nothing special.",-0.08,2025-12-07T14:31:00
R1035,U299,P112,B4790,4,"Great parking spot, easy to find and secure.",0.93,2026-01-08T18:52:00
R1036,U212,P115,B1192,4,Clean and well-lit parking area.,0.76,2025-10-08T11:27:00
R1037,U214,P106,B3622,5,"Great parking spot, easy to find and secure.",0.68,2025-10-29T20:40:00
R1038,U278,P125,B3961,4,"Great parking spot, easy to find and secure.",0.74,2025-12-18T20:28:00
R1039,U189,P103,B220,5,Clean and well-lit parking area.,0.55,2025-10-13T14:28:00
R1040,U209,P125,B3849,5,"Very convenient location, will book again.",0.82,2025-12-10T13:33:00
R1041,U237,P104,B1537,5,Affordable pricing and close to metro station.,0.94,2025-11-11T22:49:00
R1042,U103,P110,B195,4,Clean and well-lit parking area.,0.56,2026-01-20T21:20:00
R1043,U237,P107,B3313,4,Affordable pricing and close to metro station.,0.57,2025-11-03T15:03:00
R1044,U294,P118,B5100,5,"Very convenient location, will book again.",0.78,2026-01-11T23:03:00
R1045,U154,P115,B1528,5,"Great parking spot, easy to find and secure.",0.57,2026-01-27T14:13:00
R1046,U272,P107,B4078,1,App showed available but lot was full.,-0.82,2025-12-08T10:51:00
R1047,U273,P113,B1197,5,"Owner was helpful, smooth experience overall.",0.8,2026-01-19T14:40:00
R1048,U226,P116,B4327,4,Affordable pricing and close to metro station.,0.78,2025-12-16T02:04:00
R1049,U181,P108,B4629,4,Affordable pricing and close to metro station.,0.6,2025-11-04T19:05:00
R1050,U284,P104,B1298,1,"Slot was occupied when I arrived, had to wait.",-0.41,2025-12-02T10:10:00
R1051,U185,P122,B2871,4,"Great parking spot, easy to find and secure.",0.55,2025-10-22T09:11:00
R1052,U207,P125,B1598,4,"Owner was helpful, smooth experience overall.",0.65,2025-12-06T08:01:00
R1053,U278,P104,B755,2,"Narrow entrance, difficult to park.",-0.46,2025-11-05T15:08:00
R1054,U164,P107,B4851,5,"Owner was helpful, smooth experience overall.",0.78,2025-10-02T11:29:00
R1055,U185,P128,B4536,2,"Poor lighting at night, felt unsafe.",-0.54,2025-10-21T13:34:00
R1056,U175,P122,B3400,3,"Average experience, would use again if nearby.",0.17,2025-10-09T22:06:00
R1057,U119,P116,B1736,5,Affordable pricing and close to metro station.,0.79,2025-10-04T18:59:00
R1058,U157,P119,B3733,5,Affordable pricing and close to metro station.,0.89,2025-12-14T22:03:00
R1059,U246,P107,B4754,5,Affordable pricing and close to metro station.,0.76,2025-11-03T15:48:00
R1060,U289,P124,B1927,5,Affordable pricing and close to metro station.,0.68,2025-12-26T09:53:00
R1061,U283,P114,B4089,4,Clean and well-lit parking area.,0.84,2025-11-10T18:58:00
R1062,U150,P106,B1918,4,Affordable pricing and close to metro station.,0.62,2025-10-16T03:16:00
R1063,U231,P103,B3444,5,Affordable pricing and close to metro station.,0.84,2025-11-02T12:28:00
R1064,U284,P131,B4242,5,"Great parking spot, easy to find and secure.",0.63,2025-12-03T21:36:00
R1065,U119,P120,B3018,4,"Very convenient location, will book again.",0.72,2026-01-07T03:02:00
R1066,U149,P109,B1539,4,Affordable pricing and close to metro station.,0.83,2026-01-22T12:22:00
R1067,U227,P127,B4008,3,Okay for short-term parking.,0.15,2025-10-12T23:32:00
R1068,U119,P125,B4282,4,"Very convenient location, will book again.",0.54,2025-10-22T18:55:00
R1069,U238,P132,B4070,3,"Decent parking, nothing special.",0.08,2025-12-06T13:00:00
R1070,U197,P115,B896,1,"Narrow entrance, difficult to park.",-0.41,2025-10-02T09:01:00
R1071,U180,P113,B3300,3,"Decent parking, nothing special.",0.3,2025-11-26T11:06:00
R1072,U266,P106,B5058,5,"Great parking spot, easy to find and secure.",0.71,2025-10-17T20:22:00
R1073,U137,P123,B1801,4,"Very convenient location, will book again.",0.54,2025-12-27T18:05:00
R1074,U297,P118,B2872,4,"Owner was helpful, smooth experience overall.",0.66,2026-01-27T17:43:00
R1075,U215,P123,B1972,4,"Owner was helpful, smooth experience overall.",0.72,2025-11-23T15:34:00
R1076,U191,P132,B4873,1,Price was higher than what was listed.,-0.86,2026-01-11T19:11:00
R1077,U167,P123,B3243,5,"Great parking spot, easy to find and secure.",0.89,2025-12-17T21:27:00
R1078,U252,P113,B574,2,"Poor lighting at night, felt unsafe.",-0.58,2025-12-25T09:16:00
R1079,U186,P101,B4081,5,"Great parking spot, easy to find and secure.",0.69,2026-01-19T21:48:00
R1080,U269,P119,B4945,5,"Great parking spot, easy to find and secure.",0.68,2025-11-25T14:04:00
R1081,U155,P126,B4793,4,"Great parking spot, easy to find and secure.",0.51,2025-12-11T20:32:00
R1082,U113,P126,B1155,5,Clean and well-lit parking area.,0.73,2026-01-09T22:47:00
R1083,U147,P112,B929,1,"Poor lighting at night, felt unsafe.",-0.61,2025-10-08T16:42:00
R1084,U268,P132,B732,5,"Very convenient location, will book again.",0.66,2025-12-08T08:50:00
R1085,U293,P127,B4717,5,Affordable pricing and close to metro station.,0.8,2025-12-12T18:56:00
R1086,U225,P121,B4578,4,Clean and well-lit parking area.,0.68,2025-12-22T10:23:00
R1087,U269,P129,B2199,5,"Very convenient location, will book again.",0.76,2025-12-19T19:00:00
R1088,U267,P102,B4420,5,Affordable pricing and close to metro station.,0.9,2025-12-17T12:50:00
R1089,U173,P125,B1020,4,"Owner was helpful, smooth experience overall.",0.66,2025-12-09T17:29:00
R1090,U197,P102,B900,4,"Very convenient location, will book again.",0.68,2025-12-14T21:56:00
R1091,U116,P120,B1834,3,"Decent parking, nothing special.",0.25,2025-11-27T11:03:00
R1092,U188,P113,B5098,4,"Great parking spot, easy to find and secure.",0.66,2025-10-22T22:08:00
R1093,U154,P114,B2530,4,Clean and well-lit parking area.,0.7,2025-11-25T21:52:00
R1094,U171,P122,B2238,4,"Great parking spot, easy to find and secure.",0.86,2025-10-06T21:19:00
R1095,U238,P112,B367,3,"Average experience, would use again if nearby.",0.14,2025-10-13T15:43:00
R1096,U219,P110,B1090,4,"Very convenient location, will book again.",0.92,2025-12-16T16:33:00
R1097,U136,P113,B4559,5,Clean and well-lit parking area.,0.71,2025-12-04T07:19:00
R1098,U286,P118,B636,4,"Very convenient location, will book again.",0.72,2025-12-03T10:50:00
R1099,U193,P116,B2106,2,"Narrow entrance, difficult to park.",-0.87,2025-11-15T18:00:00
R1100,U126,P107,B2112,4,"Very convenient location, will book again.",0.59,2025-10-19T15:11:00
R1101,U224,P128,B2337,5,Affordable pricing and close to metro station.,0.74,2025-12-24T18:51:00
R1102,U166,P106,B178,5,"Great parking spot, easy to find and secure.",0.58,2025-11-21T21:05:00
R1103,U158,P117,B2629,4,Clean and well-lit parking area.,0.7,2025-11-23T01:59:00
R1104,U249,P117,B1681,4,Affordable pricing and close to metro station.,0.63,2026-01-23T19:34:00
R1105,U143,P110,B148,3,Okay for short-term parking.,-0.09,2025-11-06T13:44:00
R1106,U282,P119,B3287,5,"Very convenient location, will book again.",0.71,2025-11-10T07:42:00
R1107,U254,P120,B1842,4,"Owner was helpful, smooth experience overall.",0.79,2025-12-04T03:24:00
R1108,U172,P103,B2254,2,"Narrow entrance, difficult to park.",-0.7,2025-11-16T01:02:00
R1109,U187,P118,B4679,1,"Poor lighting at night, felt unsafe.",-0.43,2025-12-24T12:11:00
R1110,U186,P132,B729,5,Affordable pricing and close to metro station.,0.57,2025-10-08T09:41:00
R1111,U254,P124,B2885,5,Affordable pricing and close to metro station.,0.54,2025-12-11T21:18:00
R1112,U295,P123,B3770,1,"Slot was occupied when I arrived, had to wait.",-0.34,2026-01-22T13:46:00
R1113,U103,P129,B2287,3,"Decent parking, nothing special.",0.27,2026-01-02T19:58:00
R1114,U120,P123,B2505,4,"Owner was helpful, smooth experience overall.",0.68,2025-11-22T11:33:00
R1115,U274,P114,B549,5,"Owner was helpful, smooth experience overall.",0.69,2025-11-16T10:48:00
R1116,U131,P113,B1659,4,Affordable pricing and close to metro station.,0.88,2025-10-31T07:36:00
R1117,U246,P132,B735,5,"Owner was helpful, smooth experience overall.",0.74,2025-10-18T09:21:00
R1118,U137,P131,B618,3,"Decent parking, nothing special.",-0.05,2025-12-18T20:48:00
R1119,U127,P103,B3346,2,Price was higher than what was listed.,-0.83,2025-12-04T10:38:00
R1120,U247,P110,B468,5,"Owner was helpful, smooth experience overall.",0.56,2025-11-18T10:23:00
R1121,U188,P131,B5082,3,"Decent parking, nothing special.",0.21,2025-11-13T15:00:00
R1122,U225,P122,B2310,5,"Very convenient location, will book again.",0.77,2025-10-31T14:14:00
R1123,U168,P127,B3687,3,"Decent parking, nothing special.",0.02,2026-01-13T12:10:00
R1124,U162,P122,B2032,5,Affordable pricing and close to metro station.,0.57,2025-11-05T09:19:00
R1125,U204,P109,B1211,4,"Very convenient location, will book again.",0.56,2025-11-28T10:33:00
R1126,U168,P106,B1662,5,Affordable pricing and close to metro station.,0.83,2026-01-04T11:14:00
R1127,U162,P113,B1977,2,"Narrow entrance, difficult to park.",-0.37,2025-10-28T12:04:00
R1128,U286,P106,B3164,1,Price was higher than what was listed.,-0.58,2025-10-16T21:36:00
R1129,U231,P121,B3686,3,Okay for short-term parking.,0.21,2025-10-13T11:27:00
R1130,U196,P129,B749,4,"Very convenient location, will book again.",0.63,2025-12-03T13:25:00
R1131,U173,P120,B1635,4,"Very convenient location, will book again.",0.76,2026-01-01T17:57:00
R1132,U133,P132,B2476,5,"Owner was helpful, smooth experience overall.",0.7,2026-01-06T19:49:00
R1133,U163,P115,B4608,5,"Owner was helpful, smooth experience overall.",0.54,2025-11-13T08:10:00
R1134,U120,P131,B1928,3,Okay for short-term parking.,0.09,2025-12-08T14:39:00
R1135,U238,P108,B1987,3,"Decent parking, nothing special.",0.24,2025-10-31T09:52:00
R1136,U202,P119,B3396,4,Affordable pricing and close to metro station.,0.52,2025-12-21T18:15:00
R1137,U105,P107,B1018,4,Clean and well-lit parking area.,0.71,2026-01-25T12:00:00
R1138,U165,P123,B2741,4,"Great parking spot, easy to find and secure.",0.89,2026-01-19T23:48:00
R1139,U186,P123,B4621,4,Affordable pricing and close to metro station.,0.86,2025-10-26T15:10:00
R1140,U186,P118,B473,4,"Owner was helpful, smooth experience overall.",0.72,2025-12-21T10:44:00
R1141,U144,P110,B4317,1,"Poor lighting at night, felt unsafe.",-0.8,2026-01-04T18:44:00
R1142,U268,P105,B2791,5,"Owner was helpful, smooth experience overall.",0.88,2026-01-06T21:37:00
R1143,U110,P117,B4809,4,"Owner was helpful, smooth experience overall.",0.57,2025-11-28T16:07:00
R1144,U153,P130,B1690,3,"Decent parking, nothing special.",0.01,2025-12-02T18:35:00
R1145,U140,P112,B4929,3,"Decent parking, nothing special.",-0.05,2025-10-21T18:02:00
R1146,U208,P132,B4150,4,"Owner was helpful, smooth experience overall.",0.71,2025-12-03T14:39:00
R1147,U230,P118,B3075,4,Affordable pricing and close to metro station.,0.78,2025-11-09T18:21:00
R1148,U124,P130,B2861,4,Clean and well-lit parking area.,0.87,2026-01-22T16:33:00
R1149,U244,P125,B448,4,"Great parking spot, easy to find and secure.",0.71,2025-11-08T18:50:00
R1150,U115,P111,B3044,1,"Slot was occupied when I arrived, had to wait.",-0.32,2025-11-07T12:33:00
R1151,U215,P106,B3977,3,"Decent parking, nothing special.",0.14,2025-10-06T03:12:00
R1152,U266,P108,B3642,4,"Very convenient location, will book again.",0.77,2025-10-31T12:45:00
R1153,U186,P112,B4290,4,"Very convenient location, will book again.",0.58,2026-01-20T11:06:00
R1154,U222,P118,B2378,4,Affordable pricing and close to metro station.,0.59,2025-10-09T00:13:00
R1155,U174,P125,B3537,5,"Very convenient location, will book again.",0.76,2025-12-02T22:08:00
R1156,U226,P114,B2500,5,"Very convenient location, will book again.",0.82,2026-01-27T10:45:00
R1157,U262,P114,B3254,4,"Very convenient location, will book again.",0.59,2026-01-08T12:34:00
R1158,U147,P122,B3700,5,Affordable pricing and close to metro station.,0.72,2025-12-17T13:25:00
R1159,U111,P104,B569,4,"Very convenient location, will book again.",0.66,2025-10-05T14:48:00
R1160,U283,P121,B3972,3,"Decent parking, nothing special.",0.08,2025-10-01T07:53:00
R1161,U141,P113,B576,3,Okay for short-term parking.,-0.01,2026-01-13T07:07:00
R1162,U292,P107,B4466,5,Affordable pricing and close to metro station.,0.56,2025-10-30T12:51:00
R1163,U177,P106,B2958,4,Affordable pricing and close to metro station.,0.64,2025-11-10T23:04:00
R1164,U114,P111,B115,4,"Very convenient location, will book again.",0.89,2025-12-16T13:17:00
R1165,U145,P110,B2648,4,Clean and well-lit parking area.,0.86,2025-10-07T10:06:00
R1166,U140,P111,B1099,5,"Very convenient location, will book again.",0.55,2025-11-13T12:41:00
R1167,U152,P104,B4947,3,"Average experience, would use again if nearby.",-0.06,2025-10-16T21:31:00
R1168,U241,P109,B3794,4,Affordable pricing and close to metro station.,0.72,2025-12-18T16:06:00
R1169,U244,P131,B478,4,"Great parking spot, easy to find and secure.",0.62,2025-11-10T04:16:00
R1170,U205,P112,B4862,2,"Narrow entrance, difficult to park.",-0.41,2026-01-11T08:42:00
R1171,U237,P127,B1495,5,"Owner was helpful, smooth experience overall.",0.72,2025-12-24T19:37:00
R1172,U252,P109,B4398,3,"Average experience, would use again if nearby.",0.24,2025-11-14T21:04:00
R1173,U195,P124,B1262,3,Okay for short-term parking.,-0.06,2026-01-28T14:06:00
R1174,U116,P103,B4905,4,"Great parking spot, easy to find and secure.",0.94,2025-10-29T21:22:00
R1175,U225,P114,B1677,2,Price was higher than what was listed.,-0.44,2026-01-19T18:20:00
R1176,U129,P125,B3476,2,Price was higher than what was listed.,-0.46,2025-11-30T09:59:00
R1177,U220,P111,B4986,1,Price was higher than what was listed.,-0.34,2025-11-03T21:51:00
R1178,U202,P117,B2865,5,"Owner was helpful, smooth experience overall.",0.71,2025-11-08T18:57:00
R1179,U213,P116,B614,5,"Great parking spot, easy to find and secure.",0.57,2025-10-22T23:29:00
R1180,U279,P110,B1010,4,"Great parking spot, easy to find and secure.",0.72,2026-01-26T20:11:00
R1181,U205,P108,B1847,4,"Owner was helpful, smooth experience overall.",0.87,2025-12-19T19:47:00
R1182,U137,P104,B4247,3,Okay for short-term parking.,0.24,2025-12-10T10:04:00
R1183,U176,P112,B2481,2,App showed available but lot was full.,-0.61,2025-11-28T21:29:00
R1184,U245,P107,B3066,4,Affordable pricing and close to metro station.,0.83,2025-12-24T05:12:00
R1185,U148,P109,B631,4,"Very convenient location, will book again.",0.61,2025-10-24T11:33:00
R1186,U231,P113,B2700,4,"Great parking spot, easy to find and secure.",0.6,2026-01-02T22:20:00
R1187,U288,P111,B4480,5,Affordable pricing and close to metro station.,0.76,2026-01-04T16:58:00
R1188,U250,P102,B4653,2,"Narrow entrance, difficult to park.",-0.65,2025-10-13T19:16:00
R1189,U213,P106,B4797,5,"Great parking spot, easy to find and secure.",0.57,2025-12-09T09:25:00
R1190,U291,P132,B4590,5,Clean and well-lit parking area.,0.84,2025-11-08T16:48:00
R1191,U131,P101,B1327,5,"Very convenient location, will book again.",0.74,2025-12-14T09:10:00
R1192,U170,P121,B556,5,"Great parking spot, easy to find and secure.",0.73,2026-01-14T11:35:00
R1193,U284,P122,B2157,3,Okay for short-term parking.,-0.02,2025-12-08T19:38:00
R1194,U169,P125,B4218,4,"Very convenient location, will book again.",0.61,2025-10-01T12:17:00
R1195,U135,P107,B5053,4,"Owner was helpful, smooth experience overall.",0.81,2025-12-07T17:36:00
R1196,U274,P131,B4515,4,Affordable pricing and close to metro station.,0.88,2025-11-13T17:39:00
R1197,U216,P110,B2036,4,"Owner was helpful, smooth experience overall.",0.58,2025-12-27T10:18:00
R1198,U233,P104,B1857,3,"Average experience, would use again if nearby.",0.22,2025-12-23T23:29:00
R1199,U222,P128,B3102,4,"Great parking spot, easy to find and secure.",0.85,2025-10-14T14:33:00
R1200,U269,P127,B4344,3,"Average experience, would use again if nearby.",0.23,2025-11-23T02:10:00
R1201,U211,P110,B264,4,Affordable pricing and close to metro station.,0.76,2025-10-11T20:34:00
R1202,U194,P110,B4409,4,"Great parking spot, easy to find and secure.",0.66,2026-01-26T14:44:00
R1203,U212,P115,B1699,1,App showed available but lot was full.,-0.44,2025-10-01T15:53:00
R1204,U171,P117,B4204,5,Affordable pricing and close to metro station.,0.72,2025-12-22T05:07:00
R1205,U212,P109,B775,5,"Owner was helpful, smooth experience overall.",0.6,2025-11-26T10:35:00
R1206,U129,P126,B1415,5,Affordable pricing and close to metro station.,0.68,2025-10-15T10:07:00
R1207,U121,P107,B1227,3,Okay for short-term parking.,0.08,2025-10-22T19:06:00
R1208,U247,P113,B3273,4,"Very convenient location, will book again.",0.73,2026-01-06T02:39:00
R1209,U149,P129,B2669,3,Okay for short-term parking.,0.26,2025-11-14T10:23:00
R1210,U300,P132,B5022,4,Clean and well-lit parking area.,0.69,2025-12-04T02:17:00
R1211,U250,P103,B1334,2,App showed available but lot was full.,-0.73,2025-10-05T15:33:00
R1212,U256,P115,B446,4,"Owner was helpful, smooth experience overall.",0.93,2026-01-11T07:50:00
R1213,U142,P116,B1428,4,"Very convenient location, will book again.",0.61,2025-12-03T02:27:00
R1214,U297,P122,B2178,3,Okay for short-term parking.,-0.1,2025-11-26T18:54:00
R1215,U178,P104,B2078,3,Okay for short-term parking.,0.24,2025-11-27T16:37:00
R1216,U156,P132,B4376,5,"Great parking spot, easy to find and secure.",0.93,2025-10-28T16:58:00
R1217,U223,P130,B2366,3,Okay for short-term parking.,0.17,2025-11-30T16:25:00
R1218,U292,P132,B3404,5,"Very convenient location, will book again.",0.68,2025-10-15T18:05:00
R1219,U148,P121,B4215,3,Okay for short-term parking.,0.12,2025-12-20T13:00:00
R1220,U268,P125,B3720,2,Price was higher than what was listed.,-0.4,2025-10-15T15:11:00
R1221,U170,P123,B2735,4,"Owner was helpful, smooth experience overall.",0.9,2025-10-28T18:06:00
R1222,U299,P130,B2786,3,"Average experience, would use again if nearby.",-0.06,2026-01-05T08:32:00
R1223,U176,P129,B892,1,Price was higher than what was listed.,-0.38,2025-11-29T09:42:00
R1224,U251,P110,B643,1,"Narrow entrance, difficult to park.",-0.53,2025-11-27T08:07:00
R1225,U119,P113,B4124,4,"Owner was helpful, smooth experience overall.",0.51,2026-01-19T13:22:00
R1226,U133,P124,B136,4,"Very convenient location, will book again.",0.55,2025-12-11T15:14:00
R1227,U264,P109,B2944,2,"Narrow entrance, difficult to park.",-0.87,2025-11-21T10:10:00
R1228,U271,P105,B879,4,Clean and well-lit parking area.,0.93,2025-12-27T01:49:00
R1229,U133,P117,B1426,2,"Narrow entrance, difficult to park.",-0.64,2025-12-06T10:31:00
R1230,U252,P114,B2441,5,"Great parking spot, easy to find and secure.",0.82,2026-01-14T12:59:00
R1231,U244,P123,B4284,5,"Very convenient location, will book again.",0.5,2025-10-12T11:00:00
R1232,U192,P108,B4363,4,Clean and well-lit parking area.,0.86,2025-12-29T09:21:00
R1233,U251,P112,B921,4,"Owner was helpful, smooth experience overall.",0.72,2025-11-27T18:30:00
R1234,U299,P132,B2537,3,"Decent parking, nothing special.",0.27,2025-12-30T19:29:00
R1235,U102,P112,B340,2,App showed available but lot was full.,-0.59,2025-12-09T14:58:00
R1236,U181,P110,B1005,1,"Narrow entrance, difficult to park.",-0.43,2026-01-24T14:33:00
R1237,U214,P129,B4223,5,Affordable pricing and close to metro station.,0.78,2025-10-29T20:16:00
R1238,U121,P104,B529,5,Affordable pricing and close to metro station.,0.73,2025-11-05T23:15:00
R1239,U107,P127,B279,3,Okay for short-term parking.,0.28,2026-01-21T21:49:00
R1240,U236,P122,B667,4,"Very convenient location, will book again.",0.72,2025-10-15T12:46:00
R1241,U194,P129,B5077,5,Clean and well-lit parking area.,0.9,2025-10-25T03:09:00
R1242,U150,P129,B4523,3,"Average experience, would use again if nearby.",-0.09,2026-01-22T08:43:00
R1243,U299,P112,B3982,5,"Very convenient location, will book again.",0.8,2025-10-09T09:52:00
R1244,U137,P113,B3086,4,Affordable pricing and close to metro station.,0.91,2026-01-25T18:37:00
R1245,U172,P115,B2966,5,Clean and well-lit parking area.,0.9,2025-12-01T06:21:00
R1246,U277,P129,B4583,4,"Owner was helpful, smooth experience overall.",0.72,2026-01-19T20:43:00
R1247,U136,P125,B1958,5,"Great parking spot, easy to find and secure.",0.71,2025-12-08T15:10:00
R1248,U164,P101,B2405,5,"Owner was helpful, smooth experience overall.",0.86,2026-01-09T17:27:00
R1249,U177,P132,B4745,4,Clean and well-lit parking area.,0.65,2025-12-31T19:38:00
R1250,U173,P108,B2654,4,"Very convenient location, will book again.",0.92,2025-12-29T19:16:00
R1251,U169,P127,B3554,4,Affordable pricing and close to metro station.,0.61,2026-01-27T13:12:00
R1252,U103,P130,B4316,3,Okay for short-term parking.,-0.07,2025-10-20T18:07:00
R1253,U195,P117,B691,4,"Great parking spot, easy to find and secure.",0.85,2025-10-31T21:37:00
R1254,U226,P108,B3842,1,Price was higher than what was listed.,-0.66,2025-12-08T06:59:00
R1255,U276,P128,B4320,4,Clean and well-lit parking area.,0.66,2026-01-18T20:33:00
R1256,U236,P131,B1721,4,"Owner was helpful, smooth experience overall.",0.64,2025-12-04T20:50:00
R1257,U135,P127,B2758,4,"Very convenient location, will book again.",0.94,2025-10-14T08:17:00
R1258,U151,P124,B4322,4,Affordable pricing and close to metro station.,0.76,2025-11-02T19:55:00
R1259,U114,P123,B3534,4,"Owner was helpful, smooth experience overall.",0.95,2025-11-21T11:50:00
R1260,U235,P118,B1714,5,"Owner was helpful, smooth experience overall.",0.65,2025-11-16T21:22:00
R1261,U296,P125,B2430,5,Affordable pricing and close to metro station.,0.69,2025-10-26T15:17:00
R1262,U145,P120,B2516,5,Clean and well-lit parking area.,0.6,2026-01-10T11:36:00
R1263,U119,P111,B2711,5,"Great parking spot, easy to find and secure.",0.69,2025-10-28T13:52:00
R1264,U294,P129,B2471,5,"Owner was helpful, smooth experience overall.",0.53,2025-10-21T20:08:00
R1265,U230,P132,B441,4,Affordable pricing and close to metro station.,0.5,2025-10-16T12:43:00
R1266,U271,P129,B1210,5,Affordable pricing and close to metro station.,0.7,2026-01-25T23:09:00
R1267,U219,P120,B4191,5,"Owner was helpful, smooth experience overall.",0.84,2025-11-03T12:53:00
R1268,U180,P101,B3284,4,"Owner was helpful, smooth experience overall.",0.7,2025-12-31T22:09:00
R1269,U205,P120,B5018,5,"Great parking spot, easy to find and secure.",0.73,2025-10-03T16:03:00
R1270,U171,P116,B3825,5,Affordable pricing and close to metro station.,0.7,2025-10-22T09:36:00
R1271,U262,P116,B751,4,"Great parking spot, easy to find and secure.",0.74,2026-01-25T17:47:00
R1272,U123,P103,B2713,5,Affordable pricing and close to metro station.,0.85,2025-10-06T16:24:00
R1273,U152,P127,B2889,4,Affordable pricing and close to metro station.,0.86,2025-10-20T07:56:00
R1274,U122,P120,B444,5,"Owner was helpful, smooth experience overall.",0.88,2025-12-10T21:37:00
R1275,U213,P111,B3245,1,App showed available but lot was full.,-0.77,2025-12-13T19:04:00
R1276,U269,P123,B1047,4,"Owner was helpful, smooth experience overall.",0.71,2025-12-13T19:10:00
R1277,U145,P119,B1914,5,Clean and well-lit parking area.,0.87,2025-10-11T14:14:00
R1278,U106,P111,B1286,5,Affordable pricing and close to metro station.,0.92,2025-12-03T21:39:00
R1279,U138,P127,B1800,4,Clean and well-lit parking area.,0.74,2026-01-17T11:35:00
R1280,U183,P124,B4744,4,Affordable pricing and close to metro station.,0.72,2025-11-11T23:52:00
R1281,U235,P108,B1745,4,Affordable pricing and close to metro station.,0.84,2025-11-06T18:39:00
R1282,U254,P120,B3009,3,"Average experience, would use again if nearby.",0.3,2025-11-02T17:21:00
R1283,U221,P132,B3263,4,"Owner was helpful, smooth experience overall.",0.69,2025-10-21T08:21:00
R1284,U252,P102,B4367,5,Clean and well-lit parking area.,0.57,2025-11-28T18:50:00
